TOPIC,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,1999,23,294,18.9,256.9,331.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2000,24,285,18,249.8,320.2,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2001,25,306.7,18.1,271.2,342.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2002,26,272.7,16.4,240.6,304.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2003,27,289.4,16.3,257.5,321.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2004,28,254.4,14.8,225.4,283.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2005,29,263.4,14.5,234.9,291.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2006,30,242.6,13.5,216.1,269.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2007,31,221.4,12.5,196.9,246,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2008,32,219.4,12.1,195.6,243.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2009,33,230.2,12,206.6,253.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2010,34,217.2,11.4,194.8,239.5,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2011,35,210.6,10.8,189.4,231.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2012,36,198.5,10.3,178.2,218.7,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2013,37,206.2,10.3,185.9,226.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2014,38,217.2,10.4,196.9,237.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2015,39,231.7,10.5,211.1,252.3,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2016,40,192.4,9.4,173.9,210.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2017,41,199.1,9.4,180.6,217.5,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2018,42,219,9.7,199.9,238,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 55-64 years,6.34,109,"Deaths per 100,000 resident population, crude",2,2019,43,212.6,9.5,194,231.2,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,1999,23,856.7,45.6,767.4,946.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2000,24,748.2,40.8,668.2,828.2,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2001,25,704.8,38.7,629,780.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2002,26,655.4,36.4,584.1,726.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2003,27,671.4,35.9,600.9,741.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2004,28,601.5,33.2,536.5,666.5,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2005,29,551.9,30.9,491.3,612.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2006,30,568.4,30.6,508.5,628.3,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2007,31,515.2,28.3,459.8,570.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2008,32,520.5,27.5,466.6,574.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2009,33,518.1,26.6,465.9,570.3,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2010,34,425.1,23.6,378.9,471.3,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2011,35,470.4,23.9,423.5,517.2,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2012,36,451.5,22.5,407.3,495.7,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2013,37,465.2,22.1,421.8,508.5,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2014,38,444,20.9,403.1,485,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2015,39,408.5,19.4,370.5,446.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2016,40,442.6,19.6,404.1,481.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2017,41,429.7,18.8,392.8,466.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2018,42,467.2,19.1,429.7,504.7,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 65-74 years,6.35,110,"Deaths per 100,000 resident population, crude",2,2019,43,427.5,17.8,392.6,462.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,1999,23,1890.2,108.6,1677.4,2103,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2000,24,1655.7,94.6,1470.2,1841.2,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2001,25,1476.9,87.5,1305.4,1648.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2002,26,1551.5,87.6,1379.9,1723.2,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2003,27,1453.2,82.8,1290.9,1615.5,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2004,28,1411.9,79.8,1255.5,1568.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2005,29,1253.6,73.1,1110.3,1396.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2006,30,1323.6,73.5,1179.5,1467.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2007,31,1276.2,70.6,1137.9,1414.5,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2008,32,1058.5,62.8,935.4,1181.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2009,33,1097.2,62.5,974.6,1219.7,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2010,34,1042.6,59.8,925.4,1159.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2011,35,1068.8,58,955.2,1182.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2012,36,1138.9,58.7,1024,1253.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2013,37,1071.8,55.3,963.5,1180.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2014,38,978.2,51.2,877.9,1078.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2015,39,1042.1,51.2,941.8,1142.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2016,40,1015.1,48.9,919.3,1110.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2017,41,1022.1,47.5,929.1,1115.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2018,42,955.4,44.4,868.5,1042.3,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 75-84 years,6.36,111,"Deaths per 100,000 resident population, crude",2,2019,43,899.5,41.6,817.9,981.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,1999,23,3695.9,311.3,3085.9,4306,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2000,24,3318.3,266.5,2795.9,3840.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2001,25,3213.7,266,2692.4,3735,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2002,26,3873.1,291.1,3302.5,4443.7,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2003,27,4174.6,297.4,3591.7,4757.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2004,28,3793.6,278.2,3248.4,4338.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2005,29,3529.4,260.9,3018,4040.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2006,30,2942.8,231.2,2489.6,3395.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2007,31,2805.9,217.8,2379.1,3232.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2008,32,2684.7,206.5,2279.9,3089.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2009,33,2560.7,193.6,2181.3,2940.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2010,34,2833.1,197.9,2445.2,3220.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2011,35,2395.7,170.7,2061.2,2730.3,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2012,36,2278.2,161.9,1960.9,2595.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2013,37,2269.1,154.8,1965.8,2572.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2014,38,2415.9,152.8,2116.4,2715.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2015,39,2184.3,139,1911.9,2456.7,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2016,40,2330.2,139,2057.8,2602.7,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2017,41,2359.3,134.9,2094.9,2623.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2018,42,1885.2,116.2,1657.3,2113,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: American Indian and Alaska Native: 85 years and older,6.37,112,"Deaths per 100,000 resident population, crude",2,2019,43,2030.2,117.6,1799.7,2260.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,1999,23,60.9,3,55,66.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2000,24,61.1,2.9,55.3,66.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2001,25,59.7,2.8,54.2,65.2,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2002,26,60.5,2.8,55.1,65.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2003,27,62.7,2.7,57.3,68.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2004,28,56.6,2.6,51.6,61.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2005,29,58.1,2.5,53.1,63.1,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2006,30,55.8,2.4,51,60.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2007,31,51.1,2.3,46.6,55.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2008,32,50.8,2.2,46.4,55.2,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2009,33,54.1,2.3,49.6,58.5,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2010,34,49.2,2.1,45,53.4,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2011,35,52.7,2.2,48.4,57,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2012,36,51.8,2.1,47.6,56,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2013,37,50.9,2.1,46.8,55,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2014,38,53.4,2.1,49.3,57.6,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2015,39,49,2,45.1,52.9,,"FN0160,FN0049,FN0461,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,"Sex, race, and age group",5,11,Male: Asian or Pacific Islander: 45-54 years,6.38,113,"Deaths per 100,000 resident population, crude",2,2016,40,47.1,1.9,43.3,50.8,,"FN0160,FN0049,FN0461,NT0084,SC0001"
